mz	rt	IonMode
926	978.94266	9.811	Positive
927	586.41032	2.044	Positive
928	1210.83929	6.99	Positive
929	750.67891	7.359	Positive
930	810.75478	9.043	Positive
931	554.55077	5.421	Positive
932	1303.79879	0.721	Positive
933	1279.01305	5.002	Positive
934	612.59283	6.609	Positive
935	1056.98898	9.814	Positive
936	944.89989	9.39	Positive
937	1012.9264	9.848	Positive
938	746.60645	6.814	Positive
939	866.80846	9.377	Positive
940	960.59365	0.736	Positive
941	904.59084	4.538	Positive
942	904.85933	9.662	Positive
943	1202.9811	4.911	Positive
944	1012.92654	9.856	Positive
945	868.7968	8.039	Positive
946	810.79132	9.591	Positive
947	540.41363	1.522	Positive
948	736.5205	1.985	Positive
949	844.68715	6.492	Positive
950	644.45202	1.135	Positive
951	706.70717	8.215	Positive
952	902.76557	7.414	Positive
953	1673.3565	7.001	Positive
954	868.79692	7.954	Positive
955	810.79097	9.589	Positive
956	756.55419	4.13	Positive
957	914.81745	9.132	Positive
958	789.68469	7.179	Positive
959	953.83667	9.35	Positive
960	890.78091	7.905	Positive
961	295.11762	1.121	Positive
962	831.69521	7.426	Positive
963	740.56862	1.043	Positive
964	1002.94218	9.622	Positive
965	1138.8384	2.101	Positive
966	922.78562	8.504	Positive
967	914.81737	9.128	Positive
968	590.49948	2.999	Positive
969	922.78566	8.502	Positive
970	768.58827	6.401	Positive
971	589.33017	2.085	Positive
972	483.24902	1.121	Positive
973	860.77037	8.535	Positive
974	648.46821	2.002	Positive
975	870.75466	8.176	Positive
976	530.40552	1.935	Positive
977	482.40517	2.137	Positive
978	946.87945	8.99	Positive
979	1180.82856	7.046	Positive
980	388.37856	2.017	Positive
981	916.79661	7.905	Positive
982	1331.2476	10.261	Positive
983	536.50407	4.775	Positive
984	572.39469	2.044	Positive
985	1238.87112	7.261	Positive
986	974.9115	9.913	Positive
987	762.7126	1.975	Positive
988	932.86407	8.991	Positive
989	622.61378	7.054	Positive
990	1429.04771	2.288	Positive
991	724.4103	2.172	Positive
992	974.9114	9.902	Positive
993	1454.97827	3.286	Positive
994	1331.24881	10.262	Positive
995	1546.17733	5.598	Positive
996	934.84365	7.763	Positive
997	639.15485	0.714	Positive
998	1002.94257	10.066	Positive
999	864.76576	7.773	Positive
1000	1729.96863	0.74	Positive
1001	826.71371	7.202	Positive
1002	912.80187	7.766	Positive
1003	1724.35383	10.18	Positive
1004	863.74741	9.291	Positive
1005	787.66923	7.202	Positive
1006	1469.41609	7.721	Positive
1007	890.81729	8.377	Positive
1008	902.61332	2.128	Positive
1009	608.59837	6.351	Positive
1010	675.54393	3.728	Positive
1011	1055.97729	9.802	Positive
1012	787.60513	7.416	Positive
1013	1002.94265	10.065	Positive
1014	1773.99359	0.741	Positive
1015	692.40107	2.673	Positive
1016	1002.86963	7.514	Positive
1017	538.51971	4.104	Positive
1018	706.70766	8.131	Positive
1019	818.72374	8.002	Positive
1020	945.82936	7.61	Positive
1021	745.59393	6.798	Positive
1022	909.71572	7.244	Positive
1023	864.80235	9.317	Positive
1024	924.80185	8.964	Positive
1025	1196.87969	2.145	Positive
1026	916.79677	7.718	Positive
1027	831.73094	7.952	Positive
1028	692.49423	1.997	Positive
1029	1494.14732	5.536	Positive
1030	708.72334	8.308	Positive
1031	766.74386	2.235	Positive
1032	740.46447	0.746	Positive
1033	446.25374	1.132	Positive
1034	860.53614	0.713	Positive
1035	664.62446	6.734	Positive
1036	1016.8852	7.633	Positive
1037	949.80512	8.59	Positive
1038	872.77001	8.699	Positive
1039	618.38231	1.953	Positive
1040	894.8482	9.043	Positive
1041	986.87479	7.725	Positive
1042	892.83343	9.244	Positive
1043	1059.00488	9.934	Positive
1044	635.40727	1.952	Positive
1045	813.68472	7.417	Positive
1046	284.33119	1.992	Positive
1047	610.61361	6.894	Positive
1048	1325.81268	0.716	Positive
1049	875.2111	0.712	Positive
1050	640.51536	2.257	Positive
1051	818.72314	7.998	Positive
1052	900.74152	9.073	Positive
1053	924.80174	8.977	Positive
1054	872.60572	1.905	Positive
1055	944.66219	1.965	Positive
1056	606.58249	5.737	Positive
1057	844.65411	5.829	Positive
1058	951.82005	8.954	Positive
1059	892.79655	8.111	Positive
1060	826.66909	7.421	Positive
1061	848.80736	9.472	Positive
1062	1016.95761	9.62	Positive
1063	1685.94173	0.741	Positive
1064	872.75535	7.523	Positive
1065	1152.79734	6.792	Positive
1066	838.82253	9.765	Positive
1067	954.84837	8.054	Positive
1068	872.80715	9.326	Positive
1069	522.35574	2.115	Positive
1070	318.30034	1.088	Positive
1071	864.83801	9.74	Positive
1072	1006.08017	0.742	Positive
1073	956.86457	9.468	Positive
1074	752.69481	7.883	Positive
1075	872.77016	8.7	Positive
1076	354.33706	2.256	Positive
1077	739.52597	4.041	Positive
1078	879.80058	9.321	Positive
1079	972.93146	9.556	Positive
1080	864.80199	9.315	Positive
1081	948.8018	8.584	Positive
1082	416.3734	2.074	Positive
1083	808.73935	8.578	Positive
1084	1201.65428	0.745	Positive
1085	696.68714	7.711	Positive
1086	962.91065	9.554	Positive
1087	724.66386	7.417	Positive
1088	1094.1325	0.738	Positive
1089	724.71818	8.104	Positive
1090	948.80138	8.511	Positive
1091	808.58496	4.728	Positive
1092	940.83284	8.053	Positive
1093	538.51965	4.101	Positive
1094	1012.92659	9.312	Positive
1095	1978.15147	0.732	Positive
1096	716.5675	4.222	Positive
1097	700.57324	4.431	Positive
1098	956.86421	9.474	Positive
1099	780.56948	4.068	Positive
1100	886.77067	7.481	Positive
1101	808.73957	8.587	Positive
1102	547.26928	1.883	Positive
1103	733.4275	2.617	Positive
1104	976.56088	4.02	Positive
1105	706.70775	8.288	Positive
1106	723.73454	8.306	Positive
1107	906.84826	9.018	Positive
1108	950.81761	8.955	Positive
1109	1754.3798	10.093	Positive
1110	920.86373	9.016	Positive
1111	840.76552	7.635	Positive
1112	904.76049	7.336	Positive
1113	1080.79616	2.04	Positive
1114	1399.31119	10.463	Positive
1115	964.92702	10.184	Positive
1116	1555.36182	8.467	Positive
1117	666.67644	7.71	Positive
1118	664.6245	4.806	Positive
1119	970.88025	9.165	Positive
1120	628.19459	2.45	Positive
1121	990.94255	9.775	Positive
1122	950.81748	8.948	Positive
1123	922.87934	9.394	Positive
1124	1047.00474	9.978	Positive
1125	859.72664	7.667	Positive
1126	634.57502	4.672	Positive
1127	458.40253	2.21	Positive
1128	922.78562	8.467	Positive
1129	906.48306	4.02	Positive
1130	638.60846	4.696	Positive
1131	1028.58979	2.488	Positive
1132	920.77039	7.992	Positive
1133	884.80692	9.321	Positive
1134	1072.11976	0.739	Positive
1135	1157.0198	8.892	Positive
1136	756.55174	5.533	Positive
1137	972.82282	7.093	Positive
1138	422.47217	3.382	Positive
1139	390.358	1.434	Positive
1140	1012.92611	9.771	Positive
1141	964.9271	10.187	Positive
1142	761.65354	6.646	Positive
1143	1012.96239	9.406	Positive
1144	1018.97329	10.357	Positive
1145	1050.10648	0.74	Positive
1146	929.8356	9.41	Positive
1147	1011.91451	9.782	Positive
1148	1126.74661	6.993	Positive
1149	608.5982	6.629	Positive
1150	338.3419	2.18	Positive
1151	900.80153	9.026	Positive
1152	1016.95816	10.154	Positive
1153	1227.04673	8.862	Positive
1154	950.81744	8.92	Positive
1155	1018.97332	10.358	Positive
1156	590.55089	4.367	Positive
1157	1012.92662	9.775	Positive
1158	976.92692	10.07	Positive
1159	928.8332	8.875	Positive
1160	948.80177	8.543	Positive
1161	904.59074	4.536	Positive
1162	618.53069	3.53	Positive
1163	775.63323	4.878	Positive
1164	668.59811	5.811	Positive
1165	920.77019	8.159	Positive
1166	1098.02461	9.958	Positive
1167	688.47824	1.092	Positive
1168	1099.03615	9.978	Positive
1169	930.88471	9.389	Positive
1170	1000.92714	9.901	Positive
1171	1010.91072	8.978	Positive
1172	689.55996	4.07	Positive
1173	1451.40181	7.72	Positive
1174	325.20414	0.958	Positive
1175	1016.88506	7.508	Positive
1176	976.92731	10.067	Positive
1177	1000.92764	9.9	Positive
1178	932.8281	7.625	Positive
1179	918.88474	9.393	Positive
1180	748.66347	7.027	Positive
1181	1337.8665	6.329	Positive
1182	948.80207	8.585	Positive
1183	880.71577	7.825	Positive
1184	670.46819	3.214	Positive
1185	972.93189	10.053	Positive
1186	921.64658	2.182	Positive
1187	574.43159	1.927	Positive
1188	1487.08912	2.32	Positive
1189	681.46551	0.908	Positive
1190	736.75454	9.285	Positive
1191	946.91626	9.57	Positive
1192	988.91833	9.233	Positive
1193	1706.33733	10.154	Positive
1194	920.77023	7.955	Positive
1195	984.89518	9.616	Positive
1196	702.54362	5.947	Positive
1197	818.63868	5.558	Positive
1198	627.89785	0.72	Positive
1199	1009.89897	8.98	Positive
1200	1143.00445	8.892	Positive
1201	776.65327	7.66	Positive
1202	984.89534	9.618	Positive
1203	1038.97804	9.363	Positive
1204	1709.34992	10.074	Positive
1205	1116.14558	0.739	Positive
1206	984.06717	0.742	Positive
1207	844.00219	0.727	Positive
1208	668.59814	5.146	Positive
1209	1443.0056	7.682	Positive
1210	1705.52069	8.844	Positive
1211	988.89013	8.095	Positive
1212	830.61384	2.049	Positive
1213	860.73026	7.651	Positive
1214	1044.98971	9.917	Positive
1215	983.88328	9.61	Positive
1216	428.40975	2.259	Positive
1217	904.81123	9.091	Positive
1218	1154.77795	7.264	Positive
1219	398.37405	0.923	Positive
1220	531.27428	2.281	Positive
1221	1000.89028	7.94	Positive
1222	956.86421	8.59	Positive
1223	610.57724	5.805	Positive
1224	943.84453	9.26	Positive
1225	982.8797	8.527	Positive
1226	936.89581	9.998	Positive
1227	1020.10658	0.725	Positive
1228	1075.03636	10.162	Positive
1229	623.6452	4.753	Positive
1230	832.73871	8.213	Positive
1231	948.85909	7.761	Positive
1232	992.82672	3.38	Positive
1233	646.61385	6.389	Positive
1234	614.48388	2.06	Positive
1235	648.62943	6.923	Positive
1236	1000.92665	9.903	Positive
1237	984.89571	9.164	Positive
1238	936.89568	9.997	Positive
1239	640.62407	5.59	Positive
1240	1138.15847	0.74	Positive
1241	903.81822	9.092	Positive
1242	986.87461	7.931	Positive
1243	981.86752	8.528	Positive
1244	799.97623	0.729	Positive
1245	1709.55246	9.219	Positive
1246	837.68228	7.503	Positive
1247	821.98924	0.727	Positive
1248	928.76023	6.997	Positive
1249	1038.94188	9.376	Positive
1250	780.54663	1.972	Positive
1251	1020.9896	10.087	Positive
1252	996.89545	8.979	Positive
1253	992.95787	9.823	Positive
1254	913.84126	9.53	Positive
1255	750.52335	3.286	Positive
1256	638.90464	0.717	Positive
1257	891.82098	8.801	Positive
1258	889.80498	8.363	Positive
1259	628.19474	2.451	Positive
1260	995.88337	8.98	Positive
1261	967.85211	8.532	Positive
1262	946.84391	7.715	Positive
1263	990.57653	4.02	Positive
1264	333.18842	0.779	Positive
1265	1725.3549	10.185	Positive
1266	1710.35398	10.065	Positive
1267	872.54255	0.735	Positive
1268	864.83822	9.738	Positive
1269	640.5667	4.521	Positive
1270	860.71864	6.989	Positive
1271	328.23304	0.786	Positive
1272	956.86405	9.521	Positive
1273	962.8746	8.116	Positive
1274	566.55115	5.161	Positive
1275	940.77282	7.398	Positive
1276	958.87958	9.265	Positive
1277	777.96313	0.73	Positive
1278	1055.89988	8.892	Positive
1279	816.57508	3.186	Positive
1280	723.54157	2.285	Positive
1281	968.86395	8.537	Positive
1282	888.76542	7.429	Positive
1283	464.29982	0.728	Positive
1284	1862.04695	0.742	Positive
1285	934.87992	9.465	Positive
1286	1950.09753	0.74	Positive
1287	780.55452	4.174	Positive
1288	1906.07193	0.741	Positive
1289	762.71241	2.025	Positive
1290	942.8489	8.73	Positive
1291	998.91115	9.306	Positive
1292	944.86412	8.743	Positive
1293	984.85926	7.572	Positive
1294	1032.98957	9.976	Positive
1295	946.84367	7.677	Positive
1296	682.36336	2.173	Positive
1297	866.01513	0.727	Positive
1298	962.05416	0.744	Positive
1299	730.48892	2.329	Positive
1300	1094.95303	8.865	Positive
1301	733.6225	5.767	Positive
1302	1000.92603	9.463	Positive
1303	646.6135	6.269	Positive
1304	654.64016	7.048	Positive
1305	784.66652	6.759	Positive
1306	886.82263	9.534	Positive
1307	682.36325	2.174	Positive
1308	958.84477	7.297	Positive
1309	429.22726	1.234	Positive
1310	928.86942	9.092	Positive
1311	962.83801	7.249	Positive
1312	467.38408	1.247	Positive
1313	889.88628	0.714	Positive
1314	1804.39466	10.034	Positive
1315	888.02824	0.727	Positive
1316	919.81523	8.056	Positive
1317	694.44015	0.944	Positive
1318	828.69262	6.557	Positive
1319	765.78116	7.769	Positive
1320	1012.92635	9.462	Positive
1321	810.68208	6.719	Positive
1322	850.68257	2.698	Positive
1323	915.81305	8.832	Positive
1324	915.81283	8.828	Positive
1325	671.48422	1.041	Positive
1326	792.73451	7.511	Positive
1327	526.43163	2.068	Positive
1328	874.47228	1.214	Positive
1329	735.48705	3.284	Positive
1330	932.90044	9.585	Positive
1331	1000.85366	7.21	Positive
1332	706.53863	4.614	Positive
1333	516.3895	2.042	Positive
1334	850.66954	6.929	Positive
1335	610.61345	7.14	Positive
1336	1020.79191	7.207	Positive
1337	692.69211	7.962	Positive
1338	570.45775	2.08	Positive
1339	603.34636	1.954	Positive
1340	940.58443	3.492	Positive
1341	910.85858	9.687	Positive
1342	654.64011	7.037	Positive
1343	878.79674	9.149	Positive
1344	903.82049	8.374	Positive
1345	1000.85396	7.319	Positive
1346	1227.757	3.865	Positive
1347	943.82825	7.243	Positive
1348	1758.01994	0.732	Positive
1349	692.65567	7.049	Positive
1350	900.83882	9.612	Positive
1351	882.8274	9.614	Positive
1352	529.32751	2.044	Positive
1353	1803.39081	10.026	Positive
1354	518.40048	1.528	Positive
1355	696.68689	7.535	Positive
1356	1465.42212	9.211	Positive
1357	764.69199	7.849	Positive
1358	442.38911	1.748	Positive
1359	990.74513	6.843	Positive
1360	1059.005	10.003	Positive
1361	735.56504	3.208	Positive
1362	919.23686	0.711	Positive
1363	1072.0085	9.914	Positive
1364	1064.13282	0.724	Positive
1365	796.73979	8.817	Positive
1366	1030.97369	9.824	Positive
1367	956.86438	8.688	Positive
1368	755.95005	0.73	Positive
1369	841.67704	1.771	Positive
1370	1709.55131	9.222	Positive
1371	1440.98985	7.457	Positive
1372	984.93176	9.12	Positive
1373	958.87967	8.74	Positive
1374	722.70267	7.912	Positive
1375	733.93704	0.73	Positive
1376	502.31654	1.474	Positive
1377	1709.19825	2.087	Positive
1378	724.71823	8.242	Positive
1379	1030.68772	1.817	Positive
1380	957.86803	8.939	Positive
1381	802.67696	6.751	Positive
1382	1028.95752	9.629	Positive
1383	719.57028	3.396	Positive
1384	910.0413	0.728	Positive
1385	998.87458	7.595	Positive
1386	816.62296	4.838	Positive
1387	1061.02072	10.162	Positive
1388	1555.36274	8.467	Positive
1389	850.66953	7	Positive
1390	932.05439	0.726	Positive
1391	914.81711	9.012	Positive
1392	299.14894	0.81	Positive
1393	1705.52102	8.829	Positive
1394	748.66374	7.09	Positive
1395	1057.99318	9.902	Positive
1396	1010.91076	9.653	Positive
1397	584.56167	5.763	Positive
1398	680.65566	7.386	Positive
1399	473.26459	1.159	Positive
1400	737.75	7.4	Positive
1401	954.06744	0.727	Positive
1402	998.91084	9.475	Positive
1403	1280.02336	2.211	Positive
1404	920.90032	9.571	Positive
1405	890.8541	9.733	Positive
1406	1221.82869	4.177	Positive
1407	473.43136	2.573	Positive
1408	1018.9735	9.8	Positive
1409	1002.9059	8.093	Positive
1410	779.79676	7.769	Positive
1411	486.43402	2.702	Positive
1412	618.45756	1.917	Positive
1413	918.9208	10.489	Positive
1414	616.51526	3.118	Positive
1415	596.59809	6.68	Positive
1416	940.04127	0.743	Positive
1417	772.62993	6.036	Positive
1418	592.32702	1.88	Positive
1419	894.75456	7.841	Positive
1420	758.5121	4.084	Positive
1421	722.43089	2.771	Positive
1422	484.43616	2.724	Positive
1423	886.82244	9.37	Positive
1424	805.41913	0.76	Positive
1425	976.08024	0.727	Positive
1426	1440.98981	7.459	Positive
1427	920.62401	1.883	Positive
1428	1101.05188	10.158	Positive
1429	1004.95804	9.799	Positive
1430	636.62899	7.227	Positive
1431	720.43236	2.616	Positive
1432	800.69791	7.001	Positive
1433	708.41536	2.771	Positive
1434	894.8486	9.735	Positive
1435	360.34719	1.661	Positive
1436	969.86728	8.682	Positive
1437	751.76541	7.408	Positive
1438	398.3627	1.695	Positive
1439	860.79874	9.298	Positive
1440	1818.02053	0.74	Positive
1441	931.85126	9.256	Positive
1442	920.76988	8.157	Positive
1443	892.56008	3.477	Positive
1444	740.5461	3.209	Positive
1445	769.77608	7.396	Positive
1446	928.8331	9.372	Positive
1447	752.56205	2.321	Positive
1448	808.77578	9.399	Positive
1449	908.86361	9.395	Positive
1450	1229.06285	9.217	Positive
1451	920.86452	9.716	Positive
1452	868.76018	7.394	Positive
1453	1042.11949	0.724	Positive
1454	998.09356	0.727	Positive
1455	1014.9421	9.975	Positive
1456	946.952	10.733	Positive
1457	914.81737	8.017	Positive
1458	388.32442	1.842	Positive
1459	1339.88154	6.779	Positive
1460	834.60113	4.853	Positive
1461	976.85374	7.455	Positive
1462	946.78584	8.143	Positive
1463	781.58287	2.352	Positive
1464	460.31167	0.778	Positive
1465	976.89005	8.114	Positive
1466	1683.53529	9.236	Positive
1467	701.55969	3.834	Positive
1468	636.62945	7.001	Positive
1469	766.67151	7.259	Positive
1470	861.81035	9.398	Positive
1471	822.79188	9.49	Positive
1472	780.28495	2.172	Positive
1473	776.49435	2.616	Positive
1474	1013.93078	9.915	Positive
1475	1000.89034	7.727	Positive
1476	896.77028	8.247	Positive
1477	1000.76538	6.875	Positive
1478	1014.8694	7.327	Positive
1479	858.7034	6.7	Positive
1480	960.7343	6.793	Positive
1481	412.38978	0.922	Positive
1482	567.79243	2.698	Positive
1483	898.62176	1.987	Positive
1484	892.86985	9.92	Positive
1485	562.42654	1.51	Positive
1486	930.8288	9.313	Positive
1487	304.29985	1.417	Positive
1488	989.85722	7.517	Positive
1489	711.924	0.729	Positive
1490	947.8765	9.634	Positive
1491	960.89548	9.472	Positive
1492	620.43678	1.677	Positive
1493	620.43704	1.737	Positive
1494	854.74471	7.511	Positive
1495	1160.17169	0.738	Positive
1496	638.60862	6.633	Positive
1497	836.6164	5.669	Positive
1498	934.80728	7.838	Positive
1499	982.87935	9.494	Positive
1500	682.6348	6.735	Positive
1501	894.88478	9.59	Positive
1502	358.36806	2.693	Positive
1503	748.73303	2.276	Positive
1504	1085.02031	9.905	Positive
1505	604.36675	1.953	Positive
1506	784.49055	0.747	Positive
1507	804.62304	5.547	Positive
1508	936.89529	9.569	Positive
1509	1036.96251	9.079	Positive
1510	386.36289	1.772	Positive
1511	460.31178	0.783	Positive
1512	870.75453	8.266	Positive
1513	706.68646	2.033	Positive
1514	1010.94701	9.046	Positive
1515	992.95809	10.388	Positive
1516	640.58801	6.974	Positive
1517	939.81277	8.43	Positive
1518	358.3681	2.696	Positive
1519	860.6018	2.12	Positive
1520	372.34722	2.572	Positive
1521	218.1903	1.662	Positive
1522	569.43447	1.737	Positive
1523	683.22536	3.359	Positive
1524	344.31608	2.236	Positive
1525	666.67637	7.951	Positive
1526	576.41071	1.689	Positive
1527	576.4109	1.751	Positive
1528	701.43091	3.398	Positive
1529	520.28254	1.492	Positive
1530	372.25922	0.779	Positive
1531	894.75494	7.84	Positive
1532	801.68498	7.435	Positive
1533	904.71559	7.424	Positive
1534	970.87953	8.587	Positive
1535	372.2592	0.785	Positive
1536	758.51194	4.338	Positive
1537	1085.02062	9.989	Positive
1538	928.83302	8.013	Positive
1539	927.82044	8.021	Positive
1540	1255.01245	5.104	Positive
