mz	rt	IonMode
6007	667.70795	2.909	Positive
6008	738.78558	10.454	Positive
6009	740.5465	3.703	Positive
6010	1143.70442	6.452	Positive
6011	645.62983	8.904	Positive
6012	734.5644	4.242	Positive
6013	1042.68798	4.11	Positive
6014	786.51563	3.801	Positive
6015	573.46636	5.554	Positive
6016	720.43244	2.797	Positive
6017	1076.67334	5.533	Positive
6018	1053.03012	5.679	Positive
6019	899.80229	7.049	Positive
6020	698.50011	4.457	Positive
6021	792.53308	3.077	Positive
6022	793.39185	1.245	Positive
6023	545.121	2.429	Positive
6024	852.83845	9.795	Positive
6025	1200.22881	7.776	Positive
6026	1574.44502	7.398	Positive
6027	796.43086	2.699	Positive
6028	834.25679	4.815	Positive
6029	884.78767	2.401	Positive
6030	885.78491	2.401	Positive
6031	813.73111	9.398	Positive
6032	429.23864	1.489	Positive
6033	545.45716	6.652	Positive
6034	647.49144	1.808	Positive
6035	969.90484	9.975	Positive
6036	750.44324	2.308	Positive
6037	1057.53429	2.691	Positive
6038	705.61489	3.287	Positive
6039	1004.99424	10.734	Positive
6040	865.76207	9.481	Positive
6041	664.42083	1.943	Positive
6042	934.78598	8.368	Positive
6043	860.60917	3.684	Positive
6044	413.34512	1.761	Positive
6045	457.31944	1.298	Positive
6046	672.54157	3.723	Positive
6047	660.42643	3.485	Positive
6048	1019.95228	9.712	Positive
6049	659.40875	2.564	Positive
6050	593.58726	9.936	Positive
6051	734.44842	2.669	Positive
6052	846.7918	8.611	Positive
6053	894.84823	9.484	Positive
6054	859.68789	1.846	Positive
6055	706.63486	3.981	Positive
6056	740.54738	3.803	Positive
6057	1058.86573	3.345	Positive
6058	794.54853	3.129	Positive
6059	936.67208	6.843	Positive
6060	702.49415	1.163	Positive
6061	894.73333	8.231	Positive
6062	538.52012	4.337	Positive
6063	535.40065	2.49	Positive
6064	984.52895	2.498	Positive
6065	1195.12372	9.9	Positive
6066	1028.59066	3.237	Positive
6067	952.03018	10.961	Positive
6068	716.65584	6.419	Positive
6069	1323.26557	9.996	Positive
6070	1161.14464	11.107	Positive
6071	410.32414	2.785	Positive
6072	1070.68579	6.846	Positive
6073	618.46079	5.174	Positive
6074	843.79411	5.506	Positive
6075	487.48358	2.871	Positive
6076	805.43081	3.551	Positive
6077	680.667	7.105	Positive
6078	1181.1246	5.559	Positive
6079	1252.88787	7.561	Positive
6080	994.62307	7.265	Positive
6081	764.45829	2.311	Positive
6082	726.53101	4.21	Positive
6083	1017.88201	9.771	Positive
6084	533.76809	2.69	Positive
6085	725.51057	4.151	Positive
6086	1171.35735	6.79	Positive
6087	688.43445	4.212	Positive
6088	964.70344	7.132	Positive
6089	846.39718	1.476	Positive
6090	1436.44458	6.964	Positive
6091	1254.86296	7.264	Positive
6092	572.39471	2.367	Positive
6093	1012.75713	3.217	Positive
6094	591.42651	1.454	Positive
6095	1731.32526	6.844	Positive
6096	1014.6807	7.268	Positive
6097	1244.77509	7.111	Positive
6098	1152.13493	9.78	Positive
6099	687.56958	7.69	Positive
6100	1144.65686	3.183	Positive
6101	786.54367	6.655	Positive
6102	976.56165	5.879	Positive
6103	1038.77709	2.839	Positive
6104	828.44416	2.426	Positive
6105	1098.7171	7.122	Positive
6106	1266.82036	6.183	Positive
6107	707.64649	1.574	Positive
6108	962.94836	9.823	Positive
6109	562.49425	0.887	Positive
6110	879.61237	2.586	Positive
6111	975.76023	9.251	Positive
6112	714.53596	2.405	Positive
6113	904.68274	7.148	Positive
6114	1064.99415	9.832	Positive
6115	953.73119	9.359	Positive
6116	927.73073	1.809	Positive
6117	970.59548	2.929	Positive
6118	1458.12094	4.227	Positive
6119	702.42222	4.145	Positive
6120	1143.09845	10.596	Positive
6121	794.54835	3.017	Positive
6122	934.87996	7.52	Positive
6123	554.38413	2.301	Positive
6124	234.22161	0.885	Positive
6125	785.60828	8.896	Positive
6126	784.57193	1.551	Positive
6127	834.48242	3.551	Positive
6128	1140.73264	6.597	Positive
6129	591.57154	9.734	Positive
6130	955.86509	7.668	Positive
6131	796.52752	2.809	Positive
6132	660.42936	2.638	Positive
6133	843.77795	9.761	Positive
6134	542.31155	1.57	Positive
6135	705.58142	2.69	Positive
6136	528.29586	1.317	Positive
6137	738.73385	8.091	Positive
6138	608.56205	6.165	Positive
6139	932.70348	6.418	Positive
6140	579.27053	2.69	Positive
6141	1132.73683	6.303	Positive
6142	684.48362	3.69	Positive
6143	964.96318	10.68	Positive
6144	1520.43833	7.349	Positive
6145	730.47098	2.566	Positive
6146	1007.01017	10.449	Positive
6147	708.39568	2.386	Positive
6148	1031.01053	10.135	Positive
6149	634.48951	2.589	Positive
6150	385.2949	3.222	Positive
6151	1050.94238	9.9	Positive
6152	734.73904	9.604	Positive
6153	920.67755	7.074	Positive
6154	1384.89986	3.287	Positive
6155	942.9211	9.454	Positive
6156	864.69869	3.188	Positive
6157	688.46022	2.559	Positive
6158	595.43076	1.526	Positive
6159	707.3755	2.104	Positive
6160	862.64524	2.408	Positive
6161	915.71401	2.073	Positive
6162	758.4846	4.244	Positive
6163	1119.56998	2.912	Positive
6164	970.69816	2.508	Positive
6165	1062.54172	2.624	Positive
6166	1199.1607	10.972	Positive
6167	1040.74769	2.474	Positive
6168	578.3145	1.584	Positive
6169	716.46539	4.423	Positive
6170	558.40791	1.742	Positive
6171	1115.06699	10.968	Positive
6172	437.35557	1.548	Positive
6173	1208.83306	4.179	Positive
6174	743.70621	3.964	Positive
6175	634.37399	2.102	Positive
6176	997.67421	9.203	Positive
6177	586.41037	2.313	Positive
6178	1041.31037	5.312	Positive
6179	958.51227	2.416	Positive
6180	958.51272	2.762	Positive
6181	1131.22299	10.024	Positive
6182	414.35778	2.384	Positive
6183	1004.82679	3.388	Positive
6184	785.49533	5.926	Positive
6185	1422.4294	7.052	Positive
6186	946.95282	9.785	Positive
6187	618.35563	2.283	Positive
6188	780.53273	3.017	Positive
6189	892.67197	5.33	Positive
6190	1355.87694	6.706	Positive
6191	569.41614	0.903	Positive
6192	496.38733	1.85	Positive
6193	839.74713	9.495	Positive
6194	690.43646	2.103	Positive
6195	556.53029	4.525	Positive
6196	796.43031	2.801	Positive
6197	717.24644	2.172	Positive
6198	487.24393	1.245	Positive
6199	960.69228	5.784	Positive
6200	812.61016	2.55	Positive
6201	628.61407	3.912	Positive
6202	216.17467	1.721	Positive
6203	590.51487	5.225	Positive
6204	568.42776	3.018	Positive
6205	960.74534	7.796	Positive
6206	540.40091	0.844	Positive
6207	588.48414	2.91	Positive
6208	1553.48811	8.135	Positive
6209	933.78822	9.443	Positive
6210	509.49291	9.411	Positive
6211	616.40275	2.27	Positive
6212	1171.12948	10.837	Positive
6213	670.46826	2.914	Positive
6214	1363.92681	3.393	Positive
6215	1031.82795	4.822	Positive
6216	833.69255	9.546	Positive
6217	367.31825	3.186	Positive
6218	666.6039	4.244	Positive
6219	658.41338	2.639	Positive
6220	1236.83395	2.614	Positive
6221	448.23278	0.887	Positive
6222	428.40986	2.552	Positive
6223	1463.40583	9.759	Positive
6224	701.40175	4.146	Positive
6225	906.6132	2.168	Positive
6226	672.41066	1.666	Positive
6227	1040.59085	2.47	Positive
6228	1463.05681	4.037	Positive
6229	954.75406	3.351	Positive
6230	266.17267	2.69	Positive
6231	821.57028	2.357	Positive
6232	1480.46941	7.99	Positive
6233	953.27601	4.675	Positive
6234	1119.09839	10.718	Positive
6235	1109.02325	10.076	Positive
6236	526.91392	1.539	Positive
6237	562.56725	3.717	Positive
6238	513.38984	0.871	Positive
6239	658.61349	6.263	Positive
6240	644.63436	7.219	Positive
6241	717.43296	3.136	Positive
6242	1200.3727	6.705	Positive
6243	988.68459	4.538	Positive
6244	804.78128	8.023	Positive
6245	728.55845	6.585	Positive
6246	1958.57029	9.046	Positive
6247	702.47332	3.242	Positive
6248	545.45698	6.71	Positive
6249	1517.45314	9.214	Positive
6250	648.33846	2.5	Positive
6251	1164.77018	5.807	Positive
6252	1268.94839	3.378	Positive
6253	1211.17124	6.485	Positive
6254	562.4267	1.82	Positive
6255	977.99471	9.414	Positive
6256	1034.05823	9.72	Positive
6257	1060.65517	5.879	Positive
6258	671.38313	3.477	Positive
6259	512.33728	2.317	Positive
6260	933.62785	2.856	Positive
6261	815.48136	3.623	Positive
6262	1172.68737	3.262	Positive
6263	1017.67748	3.174	Positive
6264	1158.78446	2.52	Positive
6265	999.51528	4.538	Positive
6266	810.54306	2.808	Positive
6267	623.51275	2.564	Positive
6268	906.57636	3.603	Positive
6269	914.68637	2.476	Positive
6270	872.71868	6.227	Positive
6271	560.34035	2.354	Positive
6272	1541.45154	7.349	Positive
6273	1132.61939	2.625	Positive
6274	733.42786	2.796	Positive
6275	793.84901	8.573	Positive
6276	706.41668	2.669	Positive
6277	681.68693	2.506	Positive
6278	932.67776	7.114	Positive
6279	1815.49099	7.491	Positive
6280	617.49466	2.578	Positive
6281	712.64543	7.678	Positive
6282	822.48269	3.603	Positive
6283	921.69882	4.175	Positive
6284	887.61953	3.288	Positive
6285	455.33467	2.527	Positive
6286	660.39301	1.838	Positive
6287	846.57298	3.567	Positive
6288	659.40635	3.416	Positive
6289	706.46806	2.005	Positive
6290	801.64594	2.36	Positive
6291	974.6691	4.54	Positive
6292	644.54658	3.531	Positive
6293	734.56412	4.422	Positive
6294	1134.78395	2.618	Positive
6295	1173.15609	6.499	Positive
6296	654.51563	2.769	Positive
6297	532.29056	1.185	Positive
6298	1147.12907	11.111	Positive
6299	969.76274	9.633	Positive
6300	928.66861	3.398	Positive
6301	997.67397	9.289	Positive
6302	743.41223	2.671	Positive
6303	494.44171	2.582	Positive
6304	355.33191	0.973	Positive
6305	352.321	0.983	Positive
6306	832.88513	8.032	Positive
6307	662.6816	7.648	Positive
6308	752.71289	8.507	Positive
6309	545.35014	2.68	Positive
6310	719.41234	2.5	Positive
6311	439.36436	2.492	Positive
6312	948.5332	4.019	Positive
6313	869.79364	9.74	Positive
6314	824.65444	3.18	Positive
6315	1160.79903	2.504	Positive
6316	934.92784	8.348	Positive
6317	894.8856	9.761	Positive
6318	568.4421	2.35	Positive
6319	676.40627	3.133	Positive
6320	705.34336	2.172	Positive
6321	1156.65612	3.466	Positive
6322	864.62548	1.809	Positive
6323	767.44721	2.343	Positive
6324	784.57753	2.417	Positive
6325	918.92098	9.582	Positive
6326	992.66612	2.1	Positive
6327	1125.94911	4.872	Positive
6328	673.42148	3.407	Positive
6329	909.38453	1.487	Positive
6330	682.35044	2.316	Positive
6331	750.44248	2.103	Positive
6332	1274.93801	2.961	Positive
6333	778.51736	3.077	Positive
6334	572.5404	3.906	Positive
6335	718.46777	2.478	Positive
6336	800.63802	2.364	Positive
6337	531.32345	2.426	Positive
6338	518.45713	3.739	Positive
6339	923.99921	10.675	Positive
6340	744.49711	5.345	Positive
6341	593.31548	2.745	Positive
6342	748.57986	4.421	Positive
6343	1034.79319	2.884	Positive
6344	1245.02777	6.47	Positive
6345	1628.50667	8.288	Positive
6346	524.40051	1.724	Positive
6347	433.17765	1.634	Positive
6348	995.6217	3.175	Positive
6349	824.69664	2.468	Positive
6350	815.76346	4.561	Positive
6351	429.40521	2.503	Positive
6352	850.68298	3.189	Positive
6353	505.39011	2.863	Positive
6354	599.50392	3.805	Positive
6355	1270.37956	7.932	Positive
6356	1931.87916	2.174	Positive
6357	748.58649	6.802	Positive
6358	947.51034	3.616	Positive
6359	232.20598	1.234	Positive
6360	559.45048	5.55	Positive
6361	562.48324	5.45	Positive
6362	916.62879	2.045	Positive
6363	704.55938	6.634	Positive
6364	940.73826	2.978	Positive
6365	790.55264	3.307	Positive
6366	927.52812	2.927	Positive
6367	627.20022	2.682	Positive
6368	497.25359	1.574	Positive
6369	964.96367	10.033	Positive
6370	1259.39291	6.909	Positive
6371	1405.45135	7.842	Positive
6372	930.9214	9.615	Positive
6373	828.58988	5.955	Positive
6374	1191.11897	10.647	Positive
6375	931.82838	6.902	Positive
6376	598.55616	3.985	Positive
6377	429.33996	1.588	Positive
6378	1419.99027	4.043	Positive
6379	782.72374	7.617	Positive
6380	496.47266	2.879	Positive
6381	903.49675	3.804	Positive
6382	568.44207	2.328	Positive
6383	384.32417	1.529	Positive
6384	603.49753	3.192	Positive
6385	969.88246	10.186	Positive
6386	1173.99596	6.653	Positive
6387	720.00751	2.092	Positive
6388	411.18034	2.277	Positive
6389	736.44704	2.772	Positive
6390	1052.95807	9.971	Positive
6391	1134.60601	2.915	Positive
6392	758.56231	2.388	Positive
6393	1153.71991	3.534	Positive
6394	675.40046	2.479	Positive
6395	617.49479	2.73	Positive
6396	658.41347	2.507	Positive
6397	1218.01257	2.024	Positive
6398	660.42891	2.385	Positive
6399	961.77234	2.024	Positive
6400	991.74717	9.303	Positive
6401	632.39447	1.239	Positive
6402	407.22807	2.616	Positive
6403	614.44152	2.374	Positive
6404	426.30644	0.902	Positive
6405	647.6454	9.381	Positive
6406	685.56576	3.078	Positive
6407	730.4532	3.526	Positive
6408	684.54192	2.221	Positive
6409	744.46893	4.369	Positive
6410	793.49689	4.627	Positive
6411	1582.24115	6.181	Positive
6412	1004.65216	7.266	Positive
6413	987.97924	8.951	Positive
6414	930.6981	7.357	Positive
6415	760.23793	4.205	Positive
6416	736.70402	2.49	Positive
6417	1613.95775	4.028	Positive
6418	1252.88801	7.092	Positive
6419	978.94223	10.131	Positive
6420	1204.85849	2.996	Positive
6421	686.4625	2.386	Positive
6422	774.53873	6.653	Positive
6423	577.51925	9.571	Positive
6424	1150.78123	6.325	Positive
6425	687.55081	3.194	Positive
6426	1020.04113	9.58	Positive
6427	1250.74909	6.674	Positive
6428	932.66042	2.223	Positive
6429	598.57741	4.242	Positive
6430	617.99248	2.856	Positive
6431	568.42657	1.581	Positive
6432	693.35978	2.104	Positive
6433	792.56904	3.408	Positive
6434	688.40641	3.804	Positive
6435	999.53998	2.043	Positive
6436	614.44168	2.292	Positive
6437	992.99481	10.233	Positive
6438	416.38876	2.792	Positive
6439	659.40595	3.251	Positive
6440	626.62375	7.971	Positive
6441	619.61397	8.997	Positive
6442	676.40618	3.021	Positive
6443	1044.53182	3.12	Positive
6444	814.59804	2.135	Positive
6445	890.89018	9.55	Positive
6446	1116.62449	3.182	Positive
6447	1058.48266	4.167	Positive
6448	725.48598	6.643	Positive
6449	828.61632	2.296	Positive
6450	637.66078	2.527	Positive
6451	1604.45407	6.939	Positive
6452	516.48105	2.773	Positive
6453	758.4846	4.14	Positive
6454	774.47854	3.804	Positive
6455	515.32874	3.022	Positive
6456	843.58344	2.349	Positive
6457	1174.783	6.302	Positive
6458	1160.34149	5.396	Positive
6459	912.70722	2.799	Positive
6460	906.84865	7.249	Positive
6461	745.55767	2.847	Positive
6462	537.2645	2.304	Positive
6463	715.41748	4.244	Positive
6464	1247.73703	3.192	Positive
6465	1036.68798	6.638	Positive
6466	627.20031	2.698	Positive
6467	972.96829	9.841	Positive
6468	956.93692	10.37	Positive
6469	1222.21448	10.095	Positive
6470	599.42676	1.326	Positive
6471	610.57752	7.737	Positive
6472	1018.698	3.172	Positive
6473	742.45347	3.575	Positive
6474	1555.46762	7.35	Positive
6475	822.49299	6.953	Positive
6476	731.41214	2.793	Positive
6477	590.5146	2.961	Positive
6478	978.62821	7.362	Positive
6479	763.76572	7.164	Positive
6480	702.42219	4.24	Positive
6481	593.31565	2.744	Positive
6482	867.60547	7.263	Positive
6483	487.29741	1.808	Positive
6484	1119.59335	2.145	Positive
6485	749.42202	2.383	Positive
6486	664.42093	2.059	Positive
6487	926.65299	2.993	Positive
6488	856.611	2.309	Positive
6489	687.47904	1.315	Positive
6490	600.42612	1.15	Positive
6491	1152.89195	8.099	Positive
6492	972.71285	2.668	Positive
6493	828.1609	3.386	Positive
6494	649.45506	6.642	Positive
6495	467.34799	1.342	Positive
6496	734.44751	2.392	Positive
6497	733.43482	2.391	Positive
6498	907.70279	5.552	Positive
6499	487.28046	1.759	Positive
6500	236.20088	1.387	Positive
6501	611.60873	5.17	Positive
6502	901.62495	2.575	Positive
6503	918.81195	6.65	Positive
6504	828.59087	6.374	Positive
6505	1035.04132	10.677	Positive
6506	1078.54059	4.171	Positive
6507	662.40533	2.478	Positive
6508	684.37428	2.107	Positive
6509	715.44502	4.424	Positive
6510	580.60295	4.28	Positive
6511	376.23296	0.979	Positive
6512	644.39763	2.414	Positive
6513	1112.64906	6.924	Positive
6514	1487.86911	2.689	Positive
6515	716.48903	3.25	Positive
6516	678.38529	2.5	Positive
6517	754.45229	2.106	Positive
6518	1735.51736	8.593	Positive
6519	205.12229	6.65	Positive
6520	669.68715	5.377	Positive
6521	701.48614	6.657	Positive
6522	1167.7733	6.841	Positive
6523	572.52526	3.908	Positive
6524	1480.10192	4.227	Positive
6525	572.39491	1.713	Positive
6526	1296.88517	3.194	Positive
6527	483.36578	2.917	Positive
6528	1135.84483	9.34	Positive
6529	1060.7654	2.607	Positive
6530	732.43205	2.423	Positive
6531	932.62336	1.782	Positive
6532	710.71375	6.212	Positive
6533	587.3151	2.294	Positive
6534	648.39285	1.556	Positive
6535	553.47331	2.533	Positive
6536	784.76012	3.288	Positive
6537	810.62469	4.041	Positive
6538	1001.71876	5.786	Positive
6539	565.55567	9.938	Positive
6540	1047.1288	9.605	Positive
6541	564.49896	3.991	Positive
6542	513.38754	2.503	Positive
6543	1012.96326	9.732	Positive
6544	741.67146	2.566	Positive
6545	575.43376	2.452	Positive
6546	1049.05658	10.802	Positive
6547	1715.40204	7.251	Positive
6548	1048.88982	4.068	Positive
6549	576.34522	2.279	Positive
6550	489.4628	2.35	Positive
6551	495.38416	5.238	Positive
6552	779.64805	2.568	Positive
6553	1128.62542	3.12	Positive
6554	686.219	3.671	Positive
6555	631.31169	2.397	Positive
6556	752.54537	3.393	Positive
6557	636.55644	5.357	Positive
6558	782.59337	3.391	Positive
6559	498.48838	3.776	Positive
6560	258.22161	1.654	Positive
6561	780.53277	2.87	Positive
6562	532.35524	1.816	Positive
6563	1862.1408	4.172	Positive
6564	955.75709	5.356	Positive
6565	774.73362	8.835	Positive
6566	1673.51039	7.383	Positive
6567	601.3016	2.799	Positive
6568	1019.8079	6.924	Positive
6569	927.52822	2.927	Positive
6570	1197.14518	10.638	Positive
6571	1701.38785	7.089	Positive
6572	920.49879	4.02	Positive
6573	971.65828	9.232	Positive
6574	1212.62798	2.168	Positive
6575	516.42612	3.677	Positive
6576	644.43413	2.354	Positive
6577	572.34042	2.4	Positive
6578	681.47263	4.211	Positive
6579	675.41863	1.564	Positive
6580	478.40038	1.789	Positive
6581	683.4057	2.985	Positive
6582	431.32679	1.217	Positive
6583	528.29572	1.344	Positive
6584	692.40113	2.392	Positive
6585	478.40047	1.787	Positive
6586	448.36329	1.604	Positive
6587	459.24944	2.658	Positive
6588	837.45658	2.779	Positive
6589	570.56115	7.162	Positive
6590	904.90585	9.564	Positive
6591	935.71486	4.173	Positive
6592	725.51029	3.69	Positive
6593	1144.65678	3.053	Positive
6594	766.56129	3.505	Positive
6595	1122.78653	6.719	Positive
6596	1366.76685	2.668	Positive
6597	1084.6175	6.639	Positive
6598	1050.68714	2.858	Positive
6599	740.54663	3.598	Positive
6600	706.57507	6.699	Positive
6601	746.68177	9.739	Positive
6602	446.21734	0.952	Positive
6603	1059.04167	10.341	Positive
6604	447.23894	2.334	Positive
6605	536.3051	1.49	Positive
6606	1201.96786	3.216	Positive
6607	793.57266	4.042	Positive
6608	717.39647	2.546	Positive
6609	578.51472	3.99	Positive
6610	800.53126	5.926	Positive
6611	764.78603	9.197	Positive
6612	578.51478	4.166	Positive
6613	592.49693	2.363	Positive
6614	867.77759	9.661	Positive
6615	688.59876	2.823	Positive
6616	1017.58791	5.879	Positive
6617	696.69807	6.211	Positive
6618	1042.60624	2.593	Positive
6619	789.56531	1.667	Positive
6620	639.64037	3.865	Positive
6621	794.54842	2.877	Positive
6622	615.38252	2.477	Positive
6623	906.67133	2.395	Positive
6624	772.5281	4.212	Positive
6625	502.48325	2.891	Positive
6626	1026.69322	4.281	Positive
6627	1114.77609	2.61	Positive
6628	534.45201	3.236	Positive
6629	1657.02516	4.028	Positive
6630	1088.56924	4.17	Positive
6631	866.50814	2.682	Positive
6632	674.44149	2.984	Positive
6633	442.84568	1.514	Positive
6634	1140.98838	9.457	Positive
6635	778.47354	2.384	Positive
6636	532.47283	3.739	Positive
6637	669.68731	6.429	Positive
6638	975.78766	2.026	Positive
6639	674.44162	2.986	Positive
6640	698.54176	2.748	Positive
6641	1345.24871	9.719	Positive
6642	895.66441	1.309	Positive
6643	401.32689	0.835	Positive
6644	1224.81205	3.296	Positive
6645	794.56793	4.047	Positive
6646	735.56284	0.833	Positive
6647	562.48626	2.501	Positive
6648	837.45666	2.682	Positive
6649	516.38969	1.705	Positive
6650	665.32442	2.512	Positive
6651	925.74535	3.174	Positive
6652	962.50443	2.305	Positive
6653	1047.04113	10.412	Positive
6654	643.45296	1.321	Positive
6655	949.53405	4.02	Positive
6656	880.6356	4.259	Positive
6657	726.53083	4.46	Positive
6658	1032.81417	7.779	Positive
6659	1060.74429	3.178	Positive
6660	467.39573	2.889	Positive
6661	560.34031	2.304	Positive
6662	716.49193	2.636	Positive
6663	819.61299	3.188	Positive
6664	442.40047	2.509	Positive
6665	990.73308	2.427	Positive
6666	607.50518	5.275	Positive
6667	698.49939	3.514	Positive
6668	542.49682	3.206	Positive
6669	971.29232	3.731	Positive
6670	930.66559	2.406	Positive
6671	908.55521	2.93	Positive
6672	772.50039	5.925	Positive
6673	854.74478	7.832	Positive
6674	911.80217	6.719	Positive
6675	486.32165	1.473	Positive
6676	958.69787	2.59	Positive
6677	657.36425	4.375	Positive
6678	1152.76195	6.843	Positive
6679	1008.67461	7.796	Positive
6680	737.50974	3.439	Positive
6681	633.40601	1.68	Positive
6682	807.44639	2.796	Positive
6683	899.89071	9.39	Positive
6684	573.33571	2.306	Positive
6685	420.35856	0.884	Positive
6686	1257.73146	4.182	Positive
6687	806.53689	4.224	Positive
6688	842.67822	2.56	Positive
6689	524.50404	3.73	Positive
6690	337.17993	1.723	Positive
6691	642.4185	2.375	Positive
6692	1186.73851	2.697	Positive
6693	391.33201	1.337	Positive
6694	870.66294	2.417	Positive
6695	642.61892	9.757	Positive
6696	866.85477	9.527	Positive
6697	1068.51159	4.171	Positive
6698	704.43769	3.138	Positive
6699	607.50537	5.273	Positive
6700	689.36475	2.393	Positive
6701	1112.68435	3.239	Positive
6702	692.22266	3.207	Positive
6703	618.38231	1.835	Positive
6704	744.49686	4.423	Positive
6705	570.4915	4.283	Positive
6706	1066.02936	9.757	Positive
6707	1116.62492	3.053	Positive
6708	520.2462	1.493	Positive
6709	897.71333	2.766	Positive
6710	688.40615	2.798	Positive
6711	978.62799	7.355	Positive
6712	527.25719	2.691	Positive
6713	1957.57367	9.042	Positive
6714	799.71816	9.294	Positive
6715	1093.09809	6.887	Positive
6716	1388.97714	4.879	Positive
6717	782.50423	3.164	Positive
6718	866.50813	2.803	Positive
6719	578.31445	1.694	Positive
6720	915.71535	9.484	Positive
6721	520.28271	1.383	Positive
6722	754.5621	3.601	Positive
6723	603.34644	1.836	Positive
6724	631.51028	2.171	Positive
6725	828.60347	2.4	Positive
6726	468.31088	1.688	Positive
6727	1004.59173	4.022	Positive
6728	955.74713	9.554	Positive
6729	456.28769	1.322	Positive
6730	309.16975	1.749	Positive
6731	730.48147	4.341	Positive
6732	820.65444	3.191	Positive
6733	890.62263	6.718	Positive
6734	974.69239	2.428	Positive
6735	1727.40369	7.263	Positive
6736	1022.64119	4.355	Positive
6737	673.42167	3.252	Positive
6738	889.87009	7.742	Positive
6739	746.48453	3.022	Positive
6740	608.3584	1.708	Positive
6741	906.45475	1.488	Positive
6742	968.61573	3.49	Positive
6743	1608.35053	6.884	Positive
6744	750.52214	3.396	Positive
6745	977.99452	9.553	Positive
6746	789.49038	2.615	Positive
6747	823.00303	11.733	Positive
6748	768.64561	7.77	Positive
6749	681.50547	2.941	Positive
6750	356.33131	3.073	Positive
6751	995.65851	8.832	Positive
6752	684.54182	2.082	Positive
6753	782.59315	4.456	Positive
6754	796.51995	3.163	Positive
6755	1010.66363	5.057	Positive
6756	1031.69293	3.172	Positive
6757	576.94001	1.74	Positive
6758	1055.63128	9.223	Positive
6759	467.2793	2.985	Positive
6760	1328.71761	2.772	Positive
6761	1522.48051	9.727	Positive
6762	847.74507	7.354	Positive
6763	1063.87765	7.104	Positive
6764	438.26392	1.613	Positive
6765	815.65047	2.424	Positive
6766	758.51247	5.954	Positive
6767	780.53268	3.151	Positive
6768	996.93219	10.162	Positive
6769	1049.65323	3.805	Positive
6770	982.78516	2.991	Positive
6771	978.57884	5.51	Positive
6772	616.40287	2.352	Positive
6773	1375.91848	3.394	Positive
6774	1042.6053	2.419	Positive
6775	682.45968	3.175	Positive
6776	1052.58174	7.265	Positive
6777	881.71821	3.242	Positive
6778	1072.63955	7.267	Positive
6779	1008.9691	10.206	Positive
6780	746.48417	2.152	Positive
6781	746.44831	2.547	Positive
6782	746.44803	2.526	Positive
6783	486.32147	1.24	Positive
6784	600.3899	1.714	Positive
6785	898.65857	5.921	Positive
6786	614.44762	1.846	Positive
6787	646.41075	2.986	Positive
6788	702.47604	2.637	Positive
6789	716.48879	3.353	Positive
6790	694.35876	1.734	Positive
6791	1281.05191	10.339	Positive
6792	421.34273	2.017	Positive
6793	1186.66687	3.055	Positive
6794	732.60131	7.519	Positive
6795	605.52582	6.25	Positive
6796	1361.95339	7.262	Positive
6797	627.45757	1.28	Positive
6798	669.44781	2.914	Positive
6799	767.55611	3.299	Positive
6800	1393.77738	2.671	Positive
6801	658.46848	1.225	Positive
6802	824.56668	1.574	Positive
6803	776.49498	2.958	Positive
6804	690.47267	2.386	Positive
6805	608.52549	4.813	Positive
6806	1172.68729	3.342	Positive
6807	557.29295	2.415	Positive
6808	943.74677	9.651	Positive
6809	1116.62446	3.341	Positive
6810	601.3014	2.796	Positive
6811	897.78676	6.719	Positive
6812	712.40565	2.107	Positive
6813	700.21588	2.818	Positive
6814	984.60221	6.844	Positive
6815	586.41059	1.713	Positive
6816	668.61947	7.834	Positive
6817	715.27951	1.011	Positive
6818	958.91695	10.123	Positive
6819	1310.90079	3.193	Positive
6820	513.53561	2.93	Positive
6821	704.61906	3.745	Positive
6822	716.6308	3.26	Positive
6823	664.4941	3.855	Positive
6824	958.59657	6.301	Positive
6825	780.51326	4.429	Positive
6826	1150.95746	9.3	Positive
6827	1045.73099	3.392	Positive
6828	690.89387	2.694	Positive
6829	1000.7618	2.567	Positive
6830	533.34771	3.391	Positive
6831	648.5202	3.951	Positive
6832	1155.91779	3.26	Positive
6833	766.41958	2.792	Positive
6834	1067.34603	6.145	Positive
6835	664.58785	6.356	Positive
6836	1233.14067	10.081	Positive
6837	603.51017	5.449	Positive
6838	803.5061	3.798	Positive
6839	790.51078	3.566	Positive
6840	1371.77198	3.8	Positive
6841	865.59644	2.341	Positive
6842	163.11173	1.729	Positive
6843	1034.82324	3.352	Positive
6844	890.88978	9.429	Positive
6845	749.54697	2.766	Positive
6846	1004.66575	2.096	Positive
6847	879.88542	8.195	Positive
6848	518.90215	1.667	Positive
6849	888.48821	1.213	Positive
6850	727.53449	4.147	Positive
6851	923.6379	2.565	Positive
6852	902.53294	3.148	Positive
6853	452.27965	1.613	Positive
6854	620.47791	3.649	Positive
6855	648.49481	1.807	Positive
6856	489.46307	2.952	Positive
6857	732.43227	2.561	Positive
6858	568.39994	2.616	Positive
6859	584.43944	1.806	Positive
6860	594.98437	3.581	Positive
6861	914.53308	2.929	Positive
6862	950.78058	2.913	Positive
6863	1012.56	2.517	Positive
6864	640.39962	2.375	Positive
6865	1165.07711	9.898	Positive
6866	871.80934	9.937	Positive
6867	725.51034	4.456	Positive
6868	566.51461	4.286	Positive
